CUSEC,Nivel,NOTA1,vivienda turistica,unidad1,nota2,plazas,unidad2,nota3,plazas por vivienda turistica,unidad3,nota4,Porcentaje vivienda turistica,UNIDAD4,PERIODO,PROV,PROV_LITERAL,MUN,MUN_LITERAL
4927505004,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.0788643533123028,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927505003,Secciones,,3,Viviendas,,17,Plazas,,5.66666666666667,Plazas,,0.431654676258993,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927505001,Secciones,,3,Viviendas,,13,Plazas,,4.33333333333333,Plazas,,0.378787878787879,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927504005,Secciones,,3,Viviendas,,14,Plazas,,4.66666666666667,Plazas,,0.28957528957529,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927504003,Secciones,,28,Viviendas,,119,Plazas,,4.25,Plazas,,3.91061452513967,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927504002,Secciones,,8,Viviendas,,45,Plazas,,5.625,Plazas,,0.851970181043664,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927504001,Secciones,,6,Viviendas,,26,Plazas,,4.33333333333333,Plazas,,1.29310344827586,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927503003,Secciones,,3,Viviendas,,12,Plazas,,4.0,Plazas,,0.319148936170213,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927503002,Secciones,,3,Viviendas,,14,Plazas,,4.66666666666667,Plazas,,0.327868852459016,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927503001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.132275132275132,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502016,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.191938579654511,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502015,Secciones,,3,Viviendas,,17,Plazas,,5.66666666666667,Plazas,,0.541516245487365,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502014,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502013,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.349040139616056,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502012,Secciones,,4,Viviendas,,20,Plazas,,5.0,Plazas,,0.462962962962963,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502011,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.111234705228031,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502010,Secciones,,3,Viviendas,,11,Plazas,,3.66666666666667,Plazas,,0.575815738963532,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502017,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927503004,Secciones,,1,Viviendas,,1,Plazas,,1.0,Plazas,,0.108225108225108,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502009,Secciones,,3,Viviendas,,12,Plazas,,4.0,Plazas,,0.434782608695652,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502008,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.123456790123457,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502007,Secciones,,3,Viviendas,,12,Plazas,,4.0,Plazas,,0.522648083623693,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502006,Secciones,,3,Viviendas,,17,Plazas,,5.66666666666667,Plazas,,0.470957613814757,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927504004,Secciones,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.20746887966805,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502005,Secciones,,12,Viviendas,,56,Plazas,,4.66666666666667,Plazas,,2.3121387283237,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502004,Secciones,,2,Viviendas,,11,Plazas,,5.5,Plazas,,0.217391304347826,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502003,Secciones,,5,Viviendas,,30,Plazas,,6.0,Plazas,,0.412881915772089,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502002,Secciones,,17,Viviendas,,82,Plazas,,4.82352941176471,Plazas,,1.76715176715177,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927502001,Secciones,,7,Viviendas,,41,Plazas,,5.85714285714286,Plazas,,0.702106318956871,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501015,Secciones,,2,Viviendas,,3,Plazas,,1.5,Plazas,,0.226500566251416,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501014,Secciones,,4,Viviendas,,21,Plazas,,5.25,Plazas,,0.626959247648903,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501013,Secciones,,2,Viviendas,,9,Plazas,,4.5,Plazas,,0.354609929078014,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927505008,Secciones,,3,Viviendas,,15,Plazas,,5.0,Plazas,,0.348027842227378,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501012,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.194552529182879,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501011,Secciones,,2,Viviendas,,10,Plazas,,5.0,Plazas,,0.32,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501010,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.288184438040346,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501009,Secciones,,5,Viviendas,,14,Plazas,,2.8,Plazas,,0.45045045045045,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501008,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501007,Secciones,,4,Viviendas,,13,Plazas,,3.25,Plazas,,0.455580865603645,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501006,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.130208333333333,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501005,Secciones,,4,Viviendas,,22,Plazas,,5.5,Plazas,,0.583941605839416,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501004,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501003,Secciones,,10,Viviendas,,44,Plazas,,4.4,Plazas,,0.888888888888889,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501002,Secciones,,4,Viviendas,,17,Plazas,,4.25,Plazas,,0.370713623725672,Porcentaje,2025M05,49,Zamora,49275,Zamora
4927501001,Secciones,,19,Viviendas,,81,Plazas,,4.26315789473684,Plazas,,2.59917920656635,Porcentaje,2025M05,49,Zamora,49275,Zamora
5000101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50001,Abanto
5000201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50002,Acered
5000301001,Secciones,,1,Viviendas,,12,Plazas,,12.0,Plazas,,0.699300699300699,Porcentaje,2025M05,50,Zaragoza,50003,Agón
5000401001,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.164744645799012,Porcentaje,2025M05,50,Zaragoza,50004,Aguarón
5000501001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50005,Aguilón
5000601001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.116959064327485,Porcentaje,2025M05,50,Zaragoza,50006,Ainzón
5000701001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50007,Aladrén
5000801005,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,Dato protegido por secreto estadístico.,0.0,Porcentaje,2025M05,50,Zaragoza,50008,Alagón
5000801004,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50008,Alagón
5000801003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50008,Alagón
5000801002,Secciones,,2,Viviendas,,16,Plazas,,8.0,Plazas,,0.206398348813209,Porcentaje,2025M05,50,Zaragoza,50008,Alagón
5000801001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50008,Alagón
5000901001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50009,Alarba
5001001001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50010,Alberite de San Juan
5001101001,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.694444444444444,Porcentaje,2025M05,50,Zaragoza,50011,Albeta
5001201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50012,Alborge
5001301001,Secciones,,1,Viviendas,,3,Plazas,,3.0,Plazas,,0.5,Porcentaje,2025M05,50,Zaragoza,50013,Alcalá de Ebro
5001401001,Secciones,,5,Viviendas,,30,Plazas,,6.0,Plazas,,2.10084033613445,Porcentaje,2025M05,50,Zaragoza,50014,Alcalá de Moncayo
5001501001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50015,Alconchel de Ariza
5001601001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50016,Aldehuela de Liestos
5001701001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50017,Alfajarín
5001801001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50018,Alfamén
5001901001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.87719298245614,Porcentaje,2025M05,50,Zaragoza,50019,Alforque
5002001001,Secciones,,21,Viviendas,,77,Plazas,,3.66666666666667,Plazas,,2.41657077100115,Porcentaje,2025M05,50,Zaragoza,50020,Alhama de Aragón
5002101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,Dato protegido por secreto estadístico.,0.0,Porcentaje,2025M05,50,Zaragoza,50021,Almochuel
5002201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50022,"Almolda, La"
5002301001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50023,Almonacid de la Cuba
5002401001,Secciones,,4,Viviendas,,40,Plazas,,10.0,Plazas,,0.622083981337481,Porcentaje,2025M05,50,Zaragoza,50024,Almonacid de la Sierra
5002502001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50025,"Almunia de Doña Godina, La"
5002501002,Secciones,,2,Viviendas,,9,Plazas,,4.5,Plazas,,0.146520146520147,Porcentaje,2025M05,50,Zaragoza,50025,"Almunia de Doña Godina, La"
5002501001,Secciones,,1,Viviendas,,8,Plazas,,8.0,Plazas,,0.0844594594594595,Porcentaje,2025M05,50,Zaragoza,50025,"Almunia de Doña Godina, La"
5002601001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50026,Alpartir
5002701001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.25706940874036,Porcentaje,2025M05,50,Zaragoza,50027,Ambel
5002801001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50028,Anento
5002901001,Secciones,,4,Viviendas,,15,Plazas,,3.75,Plazas,,0.5249343832021,Porcentaje,2025M05,50,Zaragoza,50029,Aniñón
5003001001,Secciones,,9,Viviendas,,70,Plazas,,7.77777777777778,Plazas,,1.59574468085106,Porcentaje,2025M05,50,Zaragoza,50030,Añón de Moncayo
5003101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50031,Aranda de Moncayo
5003201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50032,Arándiga
5003301001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.900900900900901,Porcentaje,2025M05,50,Zaragoza,50033,Ardisa
5003401001,Secciones,,4,Viviendas,,25,Plazas,,6.25,Plazas,,0.389483933787731,Porcentaje,2025M05,50,Zaragoza,50034,Ariza
5003501001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50035,Artieda
5003601001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50036,Asín
5003701001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50037,Atea
5003801001,Secciones,,9,Viviendas,,35,Plazas,,3.88888888888889,Plazas,,0.590938936309915,Porcentaje,2025M05,50,Zaragoza,50038,Ateca
5003901001,Secciones,,2,Viviendas,,14,Plazas,,7.0,Plazas,,0.202634245187437,Porcentaje,2025M05,50,Zaragoza,50039,Azuara
5004001001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50040,Badules
5004101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,Dato protegido por secreto estadístico.,0.0,Porcentaje,2025M05,50,Zaragoza,50041,Bagüés
5004201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,Dato protegido por secreto estadístico.,0.0,Porcentaje,2025M05,50,Zaragoza,50042,Balconchán
5004301001,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.743494423791822,Porcentaje,2025M05,50,Zaragoza,50043,Bárboles
5004401001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50044,Bardallur
5004501002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50045,Belchite
5004501001,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.158982511923688,Porcentaje,2025M05,50,Zaragoza,50045,Belchite
5004601001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50046,Belmonte de Gracián
5004701001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50047,Berdejo
5004801001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50048,Berrueco
5005001001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.294117647058824,Porcentaje,2025M05,50,Zaragoza,50050,Bijuesca
5005101001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.131926121372032,Porcentaje,2025M05,50,Zaragoza,50051,Biota
5005201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50052,Bisimbre
5005301001,Secciones,,1,Viviendas,,7,Plazas,,7.0,Plazas,,0.205761316872428,Porcentaje,2025M05,50,Zaragoza,50053,Boquiñeni
5005401001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50054,Bordalba
5005502001,Secciones,,2,Viviendas,,9,Plazas,,4.5,Plazas,,0.0942507068803016,Porcentaje,2025M05,50,Zaragoza,50055,Borja
5005501001,Secciones,,4,Viviendas,,24,Plazas,,6.0,Plazas,,0.221238938053097,Porcentaje,2025M05,50,Zaragoza,50055,Borja
5005601001,Secciones,,1,Viviendas,,16,Plazas,,16.0,Plazas,,0.246913580246914,Porcentaje,2025M05,50,Zaragoza,50056,Botorrita
5005701001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50057,Brea de Aragón
5005801001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50058,Bubierca
5005901001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50059,Bujaraloz
5006001001,Secciones,,2,Viviendas,,26,Plazas,,13.0,Plazas,,0.591715976331361,Porcentaje,2025M05,50,Zaragoza,50060,Bulbuente
5006101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50061,Bureta
5006201002,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,Dato protegido por secreto estadístico.,0.0,Porcentaje,2025M05,50,Zaragoza,50062,"Burgo de Ebro, El"
5006201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50062,"Burgo de Ebro, El"
5006301001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50063,"Buste, El"
5006401001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50064,Cabañas de Ebro
5006501001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50065,Cabolafuente
5006601002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50066,Cadrete
5006601001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50066,Cadrete
5006704001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006703002,Secciones,,3,Viviendas,,17,Plazas,,5.66666666666667,Plazas,,0.307692307692308,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006703001,Secciones,,7,Viviendas,,25,Plazas,,3.57142857142857,Plazas,,1.14192495921697,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006702005,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.116686114352392,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006702004,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.174825174825175,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006702003,Secciones,,2,Viviendas,,18,Plazas,,9.0,Plazas,,0.227014755959137,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006702002,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.129533678756477,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006702001,Secciones,,9,Viviendas,,38,Plazas,,4.22222222222222,Plazas,,0.880626223091977,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006701006,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.250312891113892,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006701005,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006701004,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.0836820083682008,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006701003,Secciones,,4,Viviendas,,20,Plazas,,5.0,Plazas,,0.44543429844098,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006701002,Secciones,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.2389486260454,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006701001,Secciones,,5,Viviendas,,31,Plazas,,6.2,Plazas,,0.460829493087558,Porcentaje,2025M05,50,Zaragoza,50067,Calatayud
5006801002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50068,Calatorao
5006801001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50068,Calatorao
5006901001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50069,Calcena
5007001001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.540540540540541,Porcentaje,2025M05,50,Zaragoza,50070,Calmarza
5007101001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.390625,Porcentaje,2025M05,50,Zaragoza,50071,Campillo de Aragón
5007201001,Secciones,,4,Viviendas,,12,Plazas,,3.0,Plazas,,0.74487895716946,Porcentaje,2025M05,50,Zaragoza,50072,Carenas
5007302001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50073,Cariñena
5007301001,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.0755287009063444,Porcentaje,2025M05,50,Zaragoza,50073,Cariñena
5007404002,Secciones,,6,Viviendas,,36,Plazas,,6.0,Plazas,,0.422535211267606,Porcentaje,2025M05,50,Zaragoza,50074,Caspe
5007404001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50074,Caspe
5007403002,Secciones,,3,Viviendas,,20,Plazas,,6.66666666666667,Plazas,,0.38560411311054,Porcentaje,2025M05,50,Zaragoza,50074,Caspe
5007403001,Secciones,,5,Viviendas,,25,Plazas,,5.0,Plazas,,0.442086648983201,Porcentaje,2025M05,50,Zaragoza,50074,Caspe
5007402001,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.277777777777778,Porcentaje,2025M05,50,Zaragoza,50074,Caspe
5007401001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50074,Caspe
5007501001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50075,Castejón de Alarba
5007601001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.709219858156028,Porcentaje,2025M05,50,Zaragoza,50076,Castejón de las Armas
5007701001,Secciones,,1,Viviendas,,7,Plazas,,7.0,Plazas,,0.25706940874036,Porcentaje,2025M05,50,Zaragoza,50077,Castejón de Valdejasa
5007801001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50078,Castiliscar
5007901001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50079,Cervera de la Cañada
5008001001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50080,Cerveruela
5008101001,Secciones,,2,Viviendas,,10,Plazas,,5.0,Plazas,,0.265604249667995,Porcentaje,2025M05,50,Zaragoza,50081,Cetina
5008201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50082,Cimballa
5008301001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,50,Zaragoza,50083,Cinco Olivas
