CUSEC,Nivel,NOTA1,vivienda turistica,unidad1,nota2,plazas,unidad2,nota3,plazas por vivienda turistica,unidad3,nota4,Porcentaje vivienda turistica,UNIDAD4,PERIODO,PROV,PROV_LITERAL,MUN,MUN_LITERAL
0100101002,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.151515151515152,Porcentaje,2025M05,1,Araba/Álava,1001,Alegría-Dulantzi
0100101001,Secciones,,1,Viviendas,,9,Plazas,,9.0,Plazas,,0.158730158730159,Porcentaje,2025M05,1,Araba/Álava,1001,Alegría-Dulantzi
0100201002,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.120772946859903,Porcentaje,2025M05,1,Araba/Álava,1002,Amurrio
0100201005,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1002,Amurrio
0100201004,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.117647058823529,Porcentaje,2025M05,1,Araba/Álava,1002,Amurrio
0100201001,Secciones,,6,Viviendas,,41,Plazas,,6.83333333333333,Plazas,,0.628930817610063,Porcentaje,2025M05,1,Araba/Álava,1002,Amurrio
0100201007,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1002,Amurrio
0100201003,Secciones,,5,Viviendas,,25,Plazas,,5.0,Plazas,,0.714285714285714,Porcentaje,2025M05,1,Araba/Álava,1002,Amurrio
0100201006,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1002,Amurrio
0100301001,Secciones,,4,Viviendas,,22,Plazas,,5.5,Plazas,,0.54945054945055,Porcentaje,2025M05,1,Araba/Álava,1003,Aramaio
0100401001,Secciones,,2,Viviendas,,24,Plazas,,12.0,Plazas,,0.17636684303351,Porcentaje,2025M05,1,Araba/Álava,1004,Artziniega
0100601001,Secciones,,1,Viviendas,,8,Plazas,,8.0,Plazas,,0.617283950617284,Porcentaje,2025M05,1,Araba/Álava,1006,Armiñón
0100801001,Secciones,,2,Viviendas,,6,Plazas,,3.0,Plazas,,0.3690036900369,Porcentaje,2025M05,1,Araba/Álava,1008,Arratzua-Ubarrundia
0100901001,Secciones,,4,Viviendas,,34,Plazas,,8.5,Plazas,,0.355239786856128,Porcentaje,2025M05,1,Araba/Álava,1009,Asparrena
0101001002,Secciones,,1,Viviendas,,14,Plazas,,14.0,Plazas,,0.171232876712329,Porcentaje,2025M05,1,Araba/Álava,1010,Ayala/Aiara
0101001001,Secciones,,8,Viviendas,,39,Plazas,,4.875,Plazas,,0.83073727933541,Porcentaje,2025M05,1,Araba/Álava,1010,Ayala/Aiara
0101101001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.403225806451613,Porcentaje,2025M05,1,Araba/Álava,1011,Baños de Ebro/Mañueta
0101301001,Secciones,,2,Viviendas,,6,Plazas,,3.0,Plazas,,0.357142857142857,Porcentaje,2025M05,1,Araba/Álava,1013,Barrundia
0101401001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1014,Berantevilla
0101601001,Secciones,,2,Viviendas,,21,Plazas,,10.5,Plazas,,0.324149108589951,Porcentaje,2025M05,1,Araba/Álava,1016,Bernedo
0101701001,Secciones,,8,Viviendas,,38,Plazas,,4.75,Plazas,,0.829875518672199,Porcentaje,2025M05,1,Araba/Álava,1017,Campezo/Kanpezu
0101801001,Secciones,,9,Viviendas,,45,Plazas,,5.0,Plazas,,0.922131147540984,Porcentaje,2025M05,1,Araba/Álava,1018,Zigoitia
0101901001,Secciones,,1,Viviendas,,14,Plazas,,14.0,Plazas,,0.709219858156028,Porcentaje,2025M05,1,Araba/Álava,1019,Kripan
0102001001,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.60790273556231,Porcentaje,2025M05,1,Araba/Álava,1020,Kuartango
0102101001,Secciones,,4,Viviendas,,14,Plazas,,3.5,Plazas,,1.36518771331058,Porcentaje,2025M05,1,Araba/Álava,1021,Elburgo/Burgelu
0102201001,Secciones,,8,Viviendas,,59,Plazas,,7.375,Plazas,,0.979192166462668,Porcentaje,2025M05,1,Araba/Álava,1022,Elciego
0102301001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1023,Elvillar/Bilar
0102701001,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.335570469798658,Porcentaje,2025M05,1,Araba/Álava,1027,Iruraiz-Gauna
0102801001,Secciones,,10,Viviendas,,73,Plazas,,7.3,Plazas,,0.514668039114771,Porcentaje,2025M05,1,Araba/Álava,1028,Labastida/Bastida
0103001001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1030,Lagrán
0103101001,Secciones,,26,Viviendas,,136,Plazas,,5.23076923076923,Plazas,,1.89090909090909,Porcentaje,2025M05,1,Araba/Álava,1031,Laguardia
0103201001,Secciones,,14,Viviendas,,79,Plazas,,5.64285714285714,Plazas,,2.08643815201192,Porcentaje,2025M05,1,Araba/Álava,1032,Lanciego/Lantziego
0103301001,Secciones,,6,Viviendas,,40,Plazas,,6.66666666666667,Plazas,,0.943396226415094,Porcentaje,2025M05,1,Araba/Álava,1033,Lapuebla de Labarca
0103401001,Secciones,,6,Viviendas,,47,Plazas,,7.83333333333333,Plazas,,2.18181818181818,Porcentaje,2025M05,1,Araba/Álava,1034,Leza
0103601006,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601012,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601008,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601009,Secciones,,3,Viviendas,,18,Plazas,,6.0,Plazas,,0.40595399188092,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601011,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.498753117206983,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601010,Secciones,,1,Viviendas,,7,Plazas,,7.0,Plazas,,0.149253731343284,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601003,Secciones,,2,Viviendas,,10,Plazas,,5.0,Plazas,,0.258732212160414,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601013,Secciones,,3,Viviendas,,11,Plazas,,3.66666666666667,Plazas,,0.559701492537313,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601005,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.103734439834025,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601007,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103601004,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1036,Laudio/Llodio
0103701001,Secciones,,5,Viviendas,,36,Plazas,,7.2,Plazas,,0.763358778625954,Porcentaje,2025M05,1,Araba/Álava,1037,Arraia-Maeztu
0103901001,Secciones,,1,Viviendas,,8,Plazas,,8.0,Plazas,,0.462962962962963,Porcentaje,2025M05,1,Araba/Álava,1039,Moreda de Álava/Moreda Araba
0104101001,Secciones,,1,Viviendas,,8,Plazas,,8.0,Plazas,,0.591715976331361,Porcentaje,2025M05,1,Araba/Álava,1041,Navaridas
0104201001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1042,Okondo
0104301001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1043,Oyón-Oion
0104301002,Secciones,,4,Viviendas,,31,Plazas,,7.75,Plazas,,0.33955857385399,Porcentaje,2025M05,1,Araba/Álava,1043,Oyón-Oion
0104401001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1044,Peñacerrada-Urizaharra
0104601001,Secciones,,11,Viviendas,,55,Plazas,,5.0,Plazas,,1.86125211505922,Porcentaje,2025M05,1,Araba/Álava,1046,Erriberagoitia/Ribera Alta
0104701001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1047,Ribera Baja/Erriberabeitia
0104901001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1049,Añana
0105101003,Secciones,,1,Viviendas,,3,Plazas,,3.0,Plazas,,0.137362637362637,Porcentaje,2025M05,1,Araba/Álava,1051,Agurain/Salvatierra
0105101002,Secciones,,1,Viviendas,,13,Plazas,,13.0,Plazas,,0.0923361034164358,Porcentaje,2025M05,1,Araba/Álava,1051,Agurain/Salvatierra
0105101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1051,Agurain/Salvatierra
0105201001,Secciones,,7,Viviendas,,52,Plazas,,7.42857142857143,Plazas,,3.05676855895197,Porcentaje,2025M05,1,Araba/Álava,1052,Samaniego
0105301001,Secciones,,5,Viviendas,,28,Plazas,,5.6,Plazas,,1.03092783505155,Porcentaje,2025M05,1,Araba/Álava,1053,San Millán/Donemiliaga
0105401001,Secciones,,3,Viviendas,,12,Plazas,,4.0,Plazas,,0.332225913621262,Porcentaje,2025M05,1,Araba/Álava,1054,Urkabustaiz
0105501001,Secciones,,5,Viviendas,,40,Plazas,,8.0,Plazas,,0.402576489533011,Porcentaje,2025M05,1,Araba/Álava,1055,Valdegovía/Gaubea
0105601001,Secciones,,1,Viviendas,,18,Plazas,,18.0,Plazas,,0.374531835205993,Porcentaje,2025M05,1,Araba/Álava,1056,Harana/Valle de Arana
0105701001,Secciones,,3,Viviendas,,19,Plazas,,6.33333333333333,Plazas,,1.10294117647059,Porcentaje,2025M05,1,Araba/Álava,1057,Villabuena de Álava/Eskuernaga
0105801001,Secciones,,7,Viviendas,,32,Plazas,,4.57142857142857,Plazas,,0.677637947725073,Porcentaje,2025M05,1,Araba/Álava,1058,Legutio
0105903005,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.100502512562814,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903015,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901026,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.156985871271586,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902031,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902037,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902023,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902024,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902026,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905037,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902025,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902018,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902034,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905033,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905021,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905025,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902017,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.142450142450142,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902046,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902015,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902048,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105906002,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.109051254089422,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905032,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904023,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.223463687150838,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903013,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902014,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.173010380622837,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905013,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901027,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.144927536231884,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905022,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905007,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905006,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902004,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903036,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901017,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.100806451612903,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902021,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904026,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905030,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905028,Secciones,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.278940027894003,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902016,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901033,Secciones,,1,Viviendas,,1,Plazas,,1.0,Plazas,,0.16750418760469,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904029,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905008,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904008,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903040,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902010,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905023,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.145772594752187,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904016,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905039,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902036,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.135685210312076,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902028,Secciones,,3,Viviendas,,11,Plazas,,3.66666666666667,Plazas,,0.46583850931677,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902033,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.279329608938547,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902038,Secciones,,2,Viviendas,,4,Plazas,,2.0,Plazas,,0.218102508178844,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902027,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902019,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.133689839572193,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901040,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901030,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904004,Secciones,,5,Viviendas,,20,Plazas,,4.0,Plazas,,0.806451612903226,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901035,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.189753320683112,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904021,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904018,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.213219616204691,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904007,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904019,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902008,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901036,Secciones,,2,Viviendas,,6,Plazas,,3.0,Plazas,,0.391389432485323,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904032,Secciones,,4,Viviendas,,14,Plazas,,3.5,Plazas,,0.557103064066852,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901039,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904005,Secciones,,5,Viviendas,,15,Plazas,,3.0,Plazas,,0.772797527047914,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902039,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904025,Secciones,,2,Viviendas,,6,Plazas,,3.0,Plazas,,0.140548137737175,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904012,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.127388535031847,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904020,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905012,Secciones,,3,Viviendas,,6,Plazas,,2.0,Plazas,,0.374064837905237,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905026,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901008,Secciones,,3,Viviendas,,11,Plazas,,3.66666666666667,Plazas,,0.515463917525773,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903027,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903041,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902009,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
